Model Year,Mfr Name,Division,Carline,Displacement,Cylinders,City,Highway,Combined,Guzzler 
2014,General Motors,Chevrolet,EQUINOX FWD,2.4,4,22,32,26,
2014,General Motors,Chevrolet,EQUINOX FWD,3.6,6,17,24,20,
2014,General Motors,Chevrolet,EQUINOX FWD,3.6,6,17,24,20,
2014,Chrysler Group LLC,Dodge,Journey,2.4,4,19,26,21,
2014,Chrysler Group LLC,Dodge,Journey,3.6,6,17,25,19,
2014,Ford Motor Company,Ford,ESCAPE FWD,1.6,4,23,32,26,
2014,Ford Motor Company,Ford,ESCAPE FWD,2,4,22,30,25,
2014,Ford Motor Company,Ford,ESCAPE FWD,2.5,4,22,31,25,
2014,General Motors,GMC,TERRAIN FWD,2.4,4,22,32,26,
2014,General Motors,GMC,TERRAIN FWD,2.4,4,22,32,26,
2014,General Motors,GMC,TERRAIN FWD,3.6,6,17,24,20,
2014,General Motors,GMC,TERRAIN FWD,3.6,6,17,24,20,
2014,Honda,Honda,CROSSTOUR 2WD,2.4,4,22,31,25,
2014,Honda,Honda,CROSSTOUR 2WD,3.5,6,20,30,23,
2014,Honda,Honda,CR-V 2WD,2.4,4,23,31,26,
2014,Honda,Honda,PILOT 2WD,3.5,6,18,25,21,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe 2WD,3.3,6,18,25,21,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport 2WD,2,4,19,27,22,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport 2WD,2.4,4,20,27,23,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Tucson 2WD,2,4,23,29,25,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Tucson 2WD,2.4,4,21,28,24,
2014,Nissan,INFINITI,QX60 FWD,3.5,6,20,26,22,
2014,Nissan,INFINITI,QX70 RWD,3.7,6,17,24,19,
2014,Chrysler Group LLC,Jeep,Cherokee FWD,2.4,4,22,31,25,
2014,Chrysler Group LLC,Jeep,Cherokee FWD,3.2,6,19,28,22,
2014,Chrysler Group LLC,Jeep,Compass FWD,2,4,21,28,24,
2014,Chrysler Group LLC,Jeep,Compass FWD,2,4,22,27,24,
2014,Chrysler Group LLC,Jeep,Compass FWD,2,4,23,30,26,
2014,Chrysler Group LLC,Jeep,Compass FWD,2.4,4,21,28,24,
2014,Chrysler Group LLC,Jeep,Compass FWD,2.4,4,23,28,25,
2014,Chrysler Group LLC,Jeep,Patriot FWD,2,4,21,28,24,
2014,Chrysler Group LLC,Jeep,Patriot FWD,2,4,22,27,24,
2014,Chrysler Group LLC,Jeep,Patriot FWD,2,4,23,30,26,
2014,Chrysler Group LLC,Jeep,Patriot FWD,2.4,4,21,28,24,
2014,Chrysler Group LLC,Jeep,Patriot FWD,2.4,4,23,28,25,
2014,Kia,KIA MOTORS CORPORATION,Sorento 2WD,2.4,4,20,26,22,
2014,Kia,KIA MOTORS CORPORATION,Sorento 2WD,2.4,4,19,27,21,
2014,Kia,KIA MOTORS CORPORATION,Sorento 2WD,3.3,6,18,25,21,
2014,Kia,KIA MOTORS CORPORATION,Sportage 2WD,2,4,20,26,23,
2014,Kia,KIA MOTORS CORPORATION,Sportage 2WD,2.4,4,21,28,24,
2014,Toyota,LEXUS,RX 350,3.5,6,18,25,21,
2014,Toyota,LEXUS,RX 450h,3.5,6,32,28,30,
2014,MAZDA,MAZDA,CX-5 2WD,2,4,26,32,29,
2014,MAZDA,MAZDA,CX-5 2WD,2,4,26,35,29,
2014,MAZDA,MAZDA,CX-5 2WD,2.5,4,25,32,27,
2014,MAZDA,MAZDA,CX-9 2WD,3.7,6,17,24,19,
2014,Mercedes-Benz,Mercedes-Benz,GLK 350,3.5,6,19,26,22,
2014,Mercedes-Benz,Mercedes-Benz,GLK 350,3.5,6,19,25,21,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 2WD,2.4,4,25,31,27,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2,4,24,31,27,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 2WD,2,4,24,30,26,
2014,Nissan,NISSAN,MURANO FWD,3.5,6,18,24,20,
2014,Nissan,NISSAN,PATHFINDER 2WD,3.5,6,20,26,22,
2014,Nissan,NISSAN,XTERRA 2WD,4,6,16,22,18,
2014,Toyota,TOYOTA,FJ CRUISER 2WD,4,6,16,20,18,
2014,Toyota,TOYOTA,VENZA,2.7,4,20,26,23,
2014,Toyota,TOYOTA,VENZA,3.5,6,19,26,22,
2014,Volkswagen,Volkswagen,TIGUAN,2,4,21,26,23,
2014,Volkswagen,Volkswagen,TIGUAN,2,4,18,26,21,
2014,Volvo,"Volvo Cars of North America, LLC",XC60 FWD,3.2,6,18,26,21,
2014,Volvo,"Volvo Cars of North America, LLC",XC70 FWD,3.2,6,18,26,21,
2014,Honda,Acura,MDX 4WD,3.5,6,18,27,21,
2014,Honda,Acura,RDX 4WD,3.5,6,19,27,22,
2014,Audi,Audi,Q5,2,4,20,28,23,
2014,Audi,Audi,Q5,3,6,24,31,27,
2014,Audi,Audi,Q5,3,6,18,26,21,
2014,Audi,Audi,Q5 Hybrid,2,4,24,30,26,
2014,Audi,Audi,SQ5,3,6,16,23,19,
2014,BMW,BMW,X3 xDrive28i,2,4,21,28,24,
2014,BMW,BMW,X3 xDrive35i,3,6,19,26,21,
2014,General Motors,Buick,ENCORE AWD,1.4,4,23,30,26,
2014,General Motors,Chevrolet,CAPTIVA AWD,3,6,16,22,18,
2014,General Motors,Chevrolet,EQUINOX AWD,2.4,4,20,29,23,
2014,General Motors,Chevrolet,EQUINOX AWD,2.4,4,20,29,23,
2014,General Motors,Chevrolet,EQUINOX AWD,3.6,6,16,23,19,
2014,General Motors,Chevrolet,EQUINOX AWD,3.6,6,16,23,19,
2014,Chrysler Group LLC,Dodge,Journey AWD,3.6,6,16,24,19,
2014,Ford Motor Company,Ford,ESCAPE AWD,1.6,4,22,30,25,
2014,Ford Motor Company,Ford,ESCAPE AWD,2,4,21,28,24,
2014,General Motors,GMC,TERRAIN AWD,2.4,4,20,29,23,
2014,General Motors,GMC,TERRAIN AWD,2.4,4,20,29,23,
2014,General Motors,GMC,TERRAIN AWD,3.6,6,16,23,19,
2014,General Motors,GMC,TERRAIN AWD,3.6,6,16,23,19,
2014,Honda,Honda,CROSSTOUR 4WD,3.5,6,19,28,22,
2014,Honda,Honda,CR-V 4WD,2.4,4,22,30,25,
2014,Honda,Honda,PILOT 4WD,3.5,6,17,24,20,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe 4WD,3.3,6,18,24,20,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport 4WD,2,4,18,24,21,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Santa Fe Sport 4WD,2.4,4,19,25,21,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Tucson 4WD,2,4,21,25,23,
2014,Hyundai,HYUNDAI MOTOR COMPANY,Tucson 4WD,2.4,4,20,25,22,
2014,Nissan,INFINITI,QX60 AWD,3.5,6,19,25,21,
2014,Nissan,INFINITI,QX70 AWD,3.7,6,16,22,18,
2014,Nissan,INFINITI,QX70 AWD,5,8,14,20,16,
2014,Chrysler Group LLC,Jeep,Cherokee 4X4,2.4,4,21,28,24,
2014,Chrysler Group LLC,Jeep,Cherokee 4X4,3.2,6,19,27,22,
2014,Chrysler Group LLC,Jeep,Cherokee 4x4 Active Drive II,2.4,4,21,27,23,
2014,Chrysler Group LLC,Jeep,Cherokee 4x4 Active Drive II,3.2,6,19,26,21,
2014,Chrysler Group LLC,Jeep,Cherokee Trailhawk 4X4,2.4,4,19,25,22,
2014,Chrysler Group LLC,Jeep,Cherokee Trailhawk 4X4,3.2,6,18,25,20,
2014,Chrysler Group LLC,Jeep,Compass 4X4,2.4,4,21,27,23,
2014,Chrysler Group LLC,Jeep,Compass 4X4,2.4,4,20,23,21,
2014,Chrysler Group LLC,Jeep,Compass 4X4,2.4,4,23,28,25,
2014,Chrysler Group LLC,Jeep,Patriot 4X4,2.4,4,21,27,23,
2014,Chrysler Group LLC,Jeep,Patriot 4X4,2.4,4,20,23,21,
2014,Chrysler Group LLC,Jeep,Patriot 4X4,2.4,4,23,28,25,
2014,Chrysler Group LLC,Jeep,Wrangler 4X4,3.6,6,17,21,18,
2014,Chrysler Group LLC,Jeep,Wrangler 4X4,3.6,6,17,21,18,
2014,Chrysler Group LLC,Jeep,Wrangler Unlimited 4X4,3.6,6,16,20,18,
2014,Chrysler Group LLC,Jeep,Wrangler Unlimited 4X4,3.6,6,16,21,18,
2014,Kia,KIA MOTORS CORPORATION,Sorento 4WD,2.4,4,19,24,21,
2014,Kia,KIA MOTORS CORPORATION,Sorento 4WD,3.3,6,18,24,20,
2014,Kia,KIA MOTORS CORPORATION,Sportage 4WD,2,4,19,24,21,
2014,Kia,KIA MOTORS CORPORATION,Sportage 4WD,2.4,4,19,26,22,
2014,Jaguar Land Rover L,Land Rover,LR2,2,4,17,24,20,
2014,Toyota,LEXUS,RX 350 AWD,3.5,6,18,24,20,
2014,Toyota,LEXUS,RX 350 AWD,3.5,6,18,26,21,
2014,Toyota,LEXUS,RX 450h AWD,3.5,6,30,28,29,
2014,Ford Motor Company,Lincoln,MKT AWD,3.5,6,16,23,18,
2014,MAZDA,MAZDA,CX-5 4WD,2,4,25,31,28,
2014,MAZDA,MAZDA,CX-5 4WD,2.5,4,24,30,26,
2014,MAZDA,MAZDA,CX-9 4WD,3.7,6,16,22,18,
2014,Mercedes-Benz,Mercedes-Benz,GLK 250 BLUETEC 4MATIC,2.1,4,24,33,28,
2014,Mercedes-Benz,Mercedes-Benz,GLK 350 4MATIC,3.5,6,19,25,21,
2014,Mercedes-Benz,Mercedes-Benz,GLK 350 4MATIC,3.5,6,18,25,21,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,2.4,4,24,29,26,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER 4WD,3,6,20,28,23,
2014,Mitsubishi Motors Co,Mitsubishi Motors Corporation,OUTLANDER SPORT 4WD,2,4,24,29,26,
2014,Nissan,NISSAN,MURANO AWD,3.5,6,18,23,20,
2014,Nissan,NISSAN,MURANO CrossCabriolet,3.5,6,17,22,19,
2014,Nissan,NISSAN,PATHFINDER 4WD,3.5,6,19,25,21,
2014,Nissan,NISSAN,XTERRA 4WD,4,6,15,20,17,
2014,Nissan,NISSAN,XTERRA 4WD,4,6,16,20,17,
2014,Subaru,Subaru,FORESTER AWD,2,4,23,28,25,
2014,Subaru,Subaru,FORESTER AWD,2.5,4,24,32,27,
2014,Subaru,Subaru,FORESTER AWD,2.5,4,22,29,24,
2014,Subaru,Subaru,OUTBACK AWD,2.5,4,24,30,26,
2014,Subaru,Subaru,OUTBACK AWD,2.5,4,22,29,24,
2014,Subaru,Subaru,OUTBACK AWD,3.6,6,17,25,20,
2014,Subaru,Subaru,TRIBECA AWD,3.6,6,16,21,18,
2014,Subaru,Subaru,XV CROSSTREK AWD,2,4,25,33,28,
2014,Subaru,Subaru,XV CROSSTREK AWD,2,4,29,33,31,
2014,Subaru,Subaru,XV CROSSTREK AWD,2,4,23,30,26,
2014,Toyota,TOYOTA,FJ CRUISER 4WD,4,6,17,20,18,
2014,Toyota,TOYOTA,FJ CRUISER 4WD,4,6,15,18,16,
2014,Toyota,TOYOTA,VENZA 4WD,2.7,4,20,26,22,
2014,Toyota,TOYOTA,VENZA 4WD,3.5,6,18,25,21,
2014,Volkswagen,Volkswagen,TIGUAN 4MOTION,2,4,20,26,23,
2014,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,3,6,17,24,20,
2014,Volvo,"Volvo Cars of North America, LLC",XC60 AWD,3.2,6,18,25,20,
2014,Volvo,"Volvo Cars of North America, LLC",XC70 AWD,3,6,17,24,20,
2014,Volvo,"Volvo Cars of North America, LLC",XC70 AWD,3.2,6,18,25,21,
2014,General Motors,Buick,ENCLAVE FWD,3.6,6,17,24,19,
2014,General Motors,Cadillac,ESCALADE 2WD,6.2,8,14,18,16,
2014,General Motors,Cadillac,ESCALADE ESV 2WD,6.2,8,14,18,16,
2014,General Motors,Cadillac,SRX 2WD,3.6,6,17,24,19,
2014,General Motors,Chevrolet,C10 SUBURBAN 2WD,5.3,8,15,21,17,
2014,General Motors,Chevrolet,C10 TAHOE 2WD,5.3,8,15,21,17,
2014,General Motors,Chevrolet,TRAVERSE FWD,3.6,6,17,24,19,
2014,Chrysler Group LLC,Dodge,Durango RWD,3.6,6,18,25,20,
2014,Chrysler Group LLC,Dodge,Durango RWD,5.7,8,14,23,17,
2014,Ford Motor Company,Ford,EXPEDITION 2WD FFV,5.4,8,14,20,16,
2014,Ford Motor Company,Ford,EXPLORER FFV 2WD,3.5,6,17,24,20,
2014,Ford Motor Company,Ford,EXPLORER FWD,2,4,20,28,23,
2014,Ford Motor Company,Ford,EXPLORER FWD,3.5,6,17,24,20,
2014,Ford Motor Company,Ford,FLEX FWD,3.5,6,18,25,20,
2014,General Motors,GMC,ACADIA FWD,3.6,6,17,24,19,
2014,General Motors,GMC,C10 YUKON  XL 2WD,5.3,8,15,21,17,
2014,General Motors,GMC,C10 YUKON  XL 2WD,6.2,8,14,18,16,
2014,General Motors,GMC,C10 YUKON 2WD,5.3,8,15,21,17,
2014,General Motors,GMC,C10 YUKON 2WD,6.2,8,14,18,16,
2014,Nissan,INFINITI,QX60 FWD,2.5,4,26,28,26,
2014,Nissan,INFINITI,QX80 2WD,5.6,8,14,20,16,
2014,Chrysler Group LLC,Jeep,Grand Cherokee 4X2,3,6,22,30,25,
2014,Chrysler Group LLC,Jeep,Grand Cherokee 4X2,3.6,6,17,25,20,
2014,Chrysler Group LLC,Jeep,Grand Cherokee 4X2,5.7,8,14,22,17,
2014,Ford Motor Company,Lincoln,MKT FWD,3.7,6,17,25,20,
2014,Ford Motor Company,Lincoln,NAVIGATOR 2WD FFV,5.4,8,14,20,16,
2014,Mercedes-Benz,Mercedes-Benz,ML 350,3.5,6,18,24,20,
2014,Nissan,NISSAN,ARMADA 2WD,5.6,8,13,19,15,
2014,Nissan,NISSAN,ARMADA 2WD,5.6,8,12,19,15,
2014,Nissan,NISSAN,PATHFINDER Hybrid 2WD,2.5,4,25,28,26,
2014,Toyota,TOYOTA,4RUNNER 2WD,4,6,17,22,19,
2014,Toyota,TOYOTA,SEQUOIA 2WD,5.7,8,13,17,15,
2014,Volvo,"Volvo Cars of North America, LLC",XC90 FWD,3.2,6,16,25,19,
2014,Audi,Audi,Q7,3,6,19,28,22,
2014,Audi,Audi,Q7,3,6,16,22,18,
2014,BMW,BMW,X5 sDrive35i,3,6,19,27,22,
2014,BMW,BMW,X5 xDrive35i,3,6,18,27,21,
2014,BMW,BMW,X5 xDrive50i,4.4,8,14,22,17,
2014,BMW,BMW,X6 M,4.4,8,13,17,15,
2014,BMW,BMW,X6 xDrive35i,3,6,17,24,20,
2014,BMW,BMW,X6 xDrive50i,4.4,8,14,21,17,
2014,General Motors,Buick,ENCLAVE AWD,3.6,6,16,22,18,
2014,General Motors,Cadillac,ESCALADE AWD,6.2,8,13,18,15,
2014,General Motors,Cadillac,ESCALADE ESV AWD,6.2,8,13,18,14,
2014,General Motors,Cadillac,SRX AWD,3.6,6,16,23,18,
2014,General Motors,Chevrolet,K10 SUBURBAN 4WD,5.3,8,15,21,17,
2014,General Motors,Chevrolet,K10 TAHOE 4WD,5.3,8,15,21,17,
2014,General Motors,Chevrolet,TRAVERSE AWD,3.6,6,16,23,19,
2014,Chrysler Group LLC,Dodge,Durango AWD,3.6,6,17,24,19,
2014,Chrysler Group LLC,Dodge,Durango AWD,5.7,8,14,22,16,
2014,Ford Motor Company,Ford,EXPEDITION 4WD FFV,5.4,8,13,18,15,
2014,Ford Motor Company,Ford,EXPLORER AWD,3.5,6,17,23,19,
2014,Ford Motor Company,Ford,EXPLORER AWD,3.5,6,16,22,18,
2014,Ford Motor Company,Ford,EXPLORER FFV AWD,3.5,6,17,23,19,
2014,Ford Motor Company,Ford,FLEX AWD,3.5,6,16,23,18,
2014,Ford Motor Company,Ford,FLEX AWD,3.5,6,17,23,19,
2014,General Motors,GMC,ACADIA AWD,3.6,6,16,23,18,
2014,General Motors,GMC,K10 YUKON  4WD,5.3,8,15,21,17,
2014,General Motors,GMC,K10 YUKON DENALI AWD,6.2,8,13,18,15,
2014,General Motors,GMC,K10 YUKON XL 4WD,5.3,8,15,21,17,
2014,General Motors,GMC,K10 YUKON XL AWD,6.2,8,13,18,14,
2014,Nissan,INFINITI,QX60 AWD,2.5,4,25,28,26,
2014,Nissan,INFINITI,QX80 4WD,5.6,8,14,20,16,
2014,Chrysler Group LLC,Jeep,Grand Cherokee 4X4,3,6,21,28,24,
2014,Chrysler Group LLC,Jeep,Grand Cherokee 4X4,3.6,6,17,24,19,
2014,Chrysler Group LLC,Jeep,Grand Cherokee 4X4,5.7,8,14,20,16,
2014,Chrysler Group LLC,Jeep,Grand Cherokee SRT8,6.4,8,13,19,15,
2014,Jaguar Land Rover L,Land Rover,Land Rover LR4,3,6,14,19,16,
2014,Jaguar Land Rover L,Land Rover,Range Rover,3,6,17,23,19,
2014,Jaguar Land Rover L,Land Rover,Range Rover,5,8,13,19,15,
2014,Jaguar Land Rover L,Land Rover,Range Rover FFV,3,6,17,23,19,
2014,Jaguar Land Rover L,Land Rover,Range Rover FFV,5,8,14,19,16,
2014,Jaguar Land Rover L,Land Rover,Range Rover Sport,3,6,17,23,19,
2014,Jaguar Land Rover L,Land Rover,Range Rover Sport,5,8,14,19,16,
2014,Jaguar Land Rover L,Land Rover,Range Rover Sport FFV,3,6,17,23,19,
2014,Jaguar Land Rover L,Land Rover,Range Rover Sport FFV,5,8,14,19,16,
2014,Toyota,LEXUS,GX 460,4.6,8,15,20,17,
2014,Toyota,LEXUS,LX 570,5.7,8,12,17,14,
2014,Ford Motor Company,Lincoln,NAVIGATOR 4WD FFV,5.4,8,13,18,15,
2014,Mercedes-Benz,Mercedes-Benz,G 550,5.5,8,12,15,13,
2014,Mercedes-Benz,Mercedes-Benz,G 63 AMG,5.5,8,12,14,13,
2014,Mercedes-Benz,Mercedes-Benz,GL 350 BLUETEC 4MATIC,3,6,19,26,22,
2014,Mercedes-Benz,Mercedes-Benz,GL 450 4MATIC,4.7,8,14,19,16,
2014,Mercedes-Benz,Mercedes-Benz,GL 550 4MATIC,4.7,8,13,18,15,
2014,Mercedes-Benz,Mercedes-Benz,GL 63 AMG,5.5,8,13,17,14,
2014,Mercedes-Benz,Mercedes-Benz,ML 350 4MATIC,3.5,6,17,22,19,
2014,Mercedes-Benz,Mercedes-Benz,ML 350 4MATIC,3.5,6,17,22,19,
2014,Mercedes-Benz,Mercedes-Benz,ML 350 BLUETEC 4MATIC,3,6,20,28,23,
2014,Mercedes-Benz,Mercedes-Benz,ML 550 4MATIC,4.7,8,14,19,16,
2014,Mercedes-Benz,Mercedes-Benz,ML 63 AMG,5.5,8,13,17,15,
2014,Nissan,NISSAN,ARMADA 4WD,5.6,8,12,18,14,
2014,Nissan,NISSAN,ARMADA 4WD,5.6,8,12,18,14,
2014,Nissan,NISSAN,PATHFINDER Hybrid 4WD,2.5,4,25,27,26,
2014,Porsche,Porsche,Cayenne,3.6,6,17,23,20,
2014,Porsche,Porsche,Cayenne,3.6,6,15,22,17,
2014,Porsche,Porsche,Cayenne Diesel,3,6,20,29,23,
2014,Porsche,Porsche,Cayenne GTS,4.8,8,15,21,17,
2014,Porsche,Porsche,Cayenne S,4.8,8,16,22,18,
2014,Porsche,Porsche,Cayenne S Hybrid,3,6,20,24,21,
2014,Porsche,Porsche,Cayenne Turbo,4.8,8,15,22,17,
2014,Porsche,Porsche,Cayenne Turbo S,4.8,8,14,20,16,
2014,Toyota,TOYOTA,4RUNNER 4WD,4,6,17,21,18,
2014,Toyota,TOYOTA,4RUNNER 4WD,4,6,17,21,18,
2014,Toyota,TOYOTA,LAND CRUISER WAGON 4WD,5.7,8,13,18,15,
2014,Toyota,TOYOTA,SEQUOIA 4WD,5.7,8,13,17,14,
2014,Toyota,TOYOTA,SEQUOIA 4WD FFV,5.7,8,13,17,14,
2014,Volkswagen,Volkswagen,TOUAREG,3,6,20,29,23,
2014,Volkswagen,Volkswagen,TOUAREG,3.6,6,17,23,19,
2014,Volkswagen,Volkswagen,Touareg Hybrid,3,6,20,24,21,
2014,Volvo,"Volvo Cars of North America, LLC",XC90 AWD,3.2,6,16,23,18,
